,Dataset.Name,X,dataset.index,ID,Species,Treatment,Patients,Cells,Platform,Pri...Meta,PMID,major.cts,minor.cts,endo.ist,folder_size,ISCVAM_simple,pipeline_interactively,pipeline_without_targets_HPC,pipeline_without_targets_Mac,Number_of_cells,gse_only,cancer.type,glioma.in.gaby,notes,running.time.job.array,JobID,outputFile.name,dataset.name,numb.of.cells,running.time,JobName,Partition,Account,AllocCPUS,State,ExitCode,Elapsed,MaxRSS,MaxVMSize,ReqMem,TotalCPU,file.size,date.modification,time.modification,file.name,State_h5,in_df_name,name,path
35,CRC_EMTAB8107,123,123,T020098,Human,,7.0,"23,176",10x Genomics,Primary,32561858.0,"B, CD4Tconv, CD8Tex, Endothelial, Enteric glial, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro, Myofibroblasts, Plasma","B, CD4Tn, CD8Tex, Endothelial, Enteric glial, Epithelial, Fibroblasts, M1, Malignant, Mast, Monocyte, Myofibroblasts, Plasma",True,512.5,,,,,23176,EMTAB8107,CRC,False,,,7594515_123,array_7594515_123.out,CRC_EMTAB8107,34284,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,9:00,1:14:51,,,24000M,1:14:51,208M,16-Aug,15:29,CRC_EMTAB8107.pipeline.h5,COMPLETED,True,CRC_EMTAB8107.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/CRC_EMTAB8107.pipeline.h5
36,CRC_GSE108989,84,84,T010020,Human,,12.0,"11,125",Smart-seq2,Primary,30479382.0,"CD4Tconv, CD8T, CD8Tex, Tprolif, Treg","CD4Tn, CD8Tcm, CD8Teff, CD8Tex, Tfh, Th1, Th17, Tprolif, Treg",False,312.4,,,,,11125,GSE108989,CRC,False,,,7589709_84,array_7589709_84.out,CRC_GSE108989,11125,30.9977640430133,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:31:05,,,24000M,31:14.2,155M,6-Aug,15:51,CRC_GSE108989.pipeline.h5,COMPLETED,True,CRC_GSE108989.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/CRC_GSE108989.pipeline.h5
37,CRC_GSE112865_mouse_aPD1,31,31,T010021,Mouse,Immunotherapy,,"4,454",10x Genomics,Primary,30613266.0,"CD4Tconv, CD8T, CD8Tex, DC, Mono/Macro, Neutrophils, NK, Tprolif","CD8Tex, CD8Tn, cDC1, M2, Monocyte, Neutrophils, NK, pDC, Th1, Tprolif",False,51.7,,,,,4454,GSE112865,CRC,False,,,7588105_31,array_7588105_31.out,CRC_GSE112865_mouse_aPD1,4454,12.4642169475555,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:12:32,,,24000M,12:34.4,34M,6-Aug,15:51,CRC_GSE112865_mouse_aPD1.pipeline.h5,COMPLETED,True,CRC_GSE112865_mouse_aPD1.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/CRC_GSE112865_mouse_aPD1.pipeline.h5
38,CRC_GSE120909_mouse_aPD1,5,5,T010022,Mouse,Immunotherapy,,"1,881",Smart-seq,Primary,30389797.0,"CD8T, CD8Tex, DC, Mono/Macro, Neutrophils","CD8Tex, M2, Monocyte, Neutrophils, Others, pDC",False,30.7,,,,,1881,GSE120909,CRC,False,,,7587715_5,array_7587715_5.out,CRC_GSE120909_mouse_aPD1,1881,7.75131609837214,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:07:49,,,24000M,07:48.6,22M,6-Aug,15:51,CRC_GSE120909_mouse_aPD1.pipeline.h5,COMPLETED,True,CRC_GSE120909_mouse_aPD1.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/CRC_GSE120909_mouse_aPD1.pipeline.h5
39,CRC_GSE122969_mouse_aPD1aTIM3,43,43,T010023,Mouse,Immunotherapy,,"5,457",10x Genomics,Primary,30635236.0,"CD8T, CD8Tex, DC, Fibroblasts, Mono/Macro, Tprolif","CD8Tcm, CD8Teff, CD8Tex, CD8Tn, Fibroblasts, M2, Others, pDC, Tprolif",False,66.5,,,,,5457,GSE122969,CRC,False,,,7588117_43,array_7588117_43.out,CRC_GSE122969_mouse_aPD1aTIM3,5457,14.9139390587807,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:14:59,,,24000M,14:59.8,28M,6-Aug,15:51,CRC_GSE122969_mouse_aPD1aTIM3.pipeline.h5,COMPLETED,True,CRC_GSE122969_mouse_aPD1aTIM3.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/CRC_GSE122969_mouse_aPD1aTIM3.pipeline.h5
40,CRC_GSE136394,173,171,T010024,Human,Immunotherapy,5.0,"67,171",10x Genomics,"Primary, Metastatic",31484655.0,"CD4Tconv, CD8T, Mono/Macro, Tprolif","CD8Tcm, CD8Teff, CD8Tem, CD8Tn, Monocyte, Th17, Tprolif",False,1047.0,,,,,67171,GSE136394,CRC,False,,,7599447_171,array_7599447_171.out,CRC_GSE136394,67171,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,9:00,1:28:32,,,24000M,1:28:22,319M,14-Aug,18:07,CRC_GSE136394.pipeline.h5,COMPLETED,True,CRC_GSE136394.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/CRC_GSE136394.pipeline.h5
41,CRC_GSE139555,74,74,T010025,Human,,2.0,"10,112",10x Genomics,Primary,32103181.0,"B, CD4Tconv, CD8T, CD8Tex, Mast, Mono/Macro, Myofibroblasts, NK, Plasma, Tprolif, Treg","B, CD4Tn, CD8Tcm, CD8Tex, Mast, Monocyte, Myofibroblasts, NK, Plasma, Th17, Tprolif, Treg",False,104.4,,,,,10112,GSE139555,CRC,False,,,7589699_74,array_7589699_74.out,CRC_GSE139555,10112,23.1087194085121,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:23:11,,,24000M,23:12.2,49M,6-Aug,15:51,CRC_GSE139555.pipeline.h5,COMPLETED,True,CRC_GSE139555.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/CRC_GSE139555.pipeline.h5
42,CRC_GSE146771_10X,154,154,T010026,Human,,10.0,"43,817",10x Genomics,Primary,32302573.0,"B, CD4Tconv, CD8T, CD8Tex, Mast, Mono/Macro, NK, Plasma, Tproilf","B, CD4Tn, CD8Teff, CD8Tem, CD8Tex, M1, Mast, Monocyte, NK, Tfh, Th17, Tproilf",False,415.0,,,,,43817,GSE146771,CRC,False,,,7594808_154,array_7594808_154.out,CRC_GSE146771_10X,43817,not_complete,array,redwood-s+,owner-gue+,12.0,PREEMPTED,0:00,0:25:32,,,125G,25:26.2,222M,9-Aug,14:55,CRC_GSE146771_10X.pipeline.h5,COMPLETED,True,CRC_GSE146771_10X.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/CRC_GSE146771_10X.pipeline.h5
43,CRC_GSE146771_Smartseq2,77,77,T010027,Human,,10.0,"10,468",Smart-seq2,Primary,32302573.0,"B, CD4Tconv, CD8T, CD8Tex, Endothelial, Fibroblasts, Malignant, Mast, Mono/Macro, NK, Plasma, Tprolif, Treg","B, CD4Tn, CD8Teff, CD8Tex, Endothelial, Fibroblasts, M1, Malignant, Mast, Monocyte, NK, Plasma, Tfh, Tprolif, Treg",True,378.9,,,,,10468,GSE146771,CRC,False,,,7589699_77,array_7589699_77.out,CRC_GSE146771_Smartseq2,10468,39.9374537746112,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:40:01,,,24000M,40:14.5,212M,6-Aug,15:51,CRC_GSE146771_Smartseq2.pipeline.h5,COMPLETED,True,CRC_GSE146771_Smartseq2.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/CRC_GSE146771_Smartseq2.pipeline.h5
44,CRC_GSE166555,172,170,T020099,Human,,12.0,"66,050",10x Genomics,Primary,34409732.0,"B, CD4Tconv, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro, Myofibroblasts, Plasma, Tprolif","B, CD4Tconv, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro, Myofibroblasts, Plasma, Tprolif",True,876.6,,,,,66050,GSE166555,CRC,False,,,7599437_170,array_7599437_170.out,CRC_GSE166555,66050,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,9:00,1:17:17,,,24000M,1:17:13,301M,14-Aug,18:07,CRC_GSE166555.pipeline.h5,COMPLETED,True,CRC_GSE166555.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/CRC_GSE166555.pipeline.h5
45,CRC_GSE179784,33,33,T020100,Human,Immunotherapy,1.0,"4,647",MGI DNBelab C4,Primary,,"CD4Tconv, DC, Epithelial, Fibroblasts, Plasma, Tprolif","CD4Tconv, DC, Epithelial, Fibroblasts, Plasma, Tprolif",False,89.7,,,,,4647,GSE179784,CRC,False,,,7588105_33,array_7588105_33.out,CRC_GSE179784,4647,19.550744843483,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:19:36,,,24000M,19:42.6,52M,6-Aug,15:51,CRC_GSE179784.pipeline.h5,COMPLETED,True,CRC_GSE179784.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/CRC_GSE179784.pipeline.h5
46,DLBC_GSE175510,2,2,T020138,Human,,8.0,"1,412",Smart-seq2,Primary,34471864.0,"B, CD8T, Malignant, Mono/Macro","B, M2, MAIT, Malignant",False,19.3,,,,,1412,GSE175510,DLBC,False,,,7587702_2,array_7587702_2.out,DLBC_GSE175510,1412,5.78000297149022,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:05:50,,,24000M,05:49.7,15M,6-Aug,15:51,DLBC_GSE175510.pipeline.h5,COMPLETED,True,DLBC_GSE175510.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/DLBC_GSE175510.pipeline.h5
47,ESCA_GSE154763,58,58,T020101,Human,,7.0,"7,673",10x Genomics,Primary,33545035.0,"DC, Mast, Mono/Macro, pDC","DC, Mast, Mono/Macro, pDC",False,128.7,,,,,7673,GSE154763,ESCA,False,,,7589664_58,array_7589664_58.out,ESCA_GSE154763,7673,17.8205504179001,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:17:53,,,24000M,17:54.4,52M,6-Aug,15:51,ESCA_GSE154763.pipeline.h5,COMPLETED,True,ESCA_GSE154763.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/ESCA_GSE154763.pipeline.h5
48,ESCA_GSE160269,190,188,T020102,Human,,64.0,"208,658",10x Genomics,Primary,34489433.0,"B, CD4Tconv, CD8Tex, DC, Endothelial, Fibroblasts, Malignant, Mast, Mono/Macro, Pericytes, Plasma, Tprolif, Treg","B, CD4Tconv, CD8Tex, DC, Endothelial, Fibroblasts, Malignant, Mast, Mono/Macro, Pericytes, Plasma, Tprolif, Treg",True,4334.2,,,,,208658,GSE160269,ESCA,False,,,,,,,,,,,,,,,,,,,1.3G,16-Aug,11:44,ESCA_GSE160269.pipeline.h5,COMPLETED,True,ESCA_GSE160269.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/ESCA_GSE160269.pipeline.h5
49,ESCA_GSE173950,68,68,T020103,Human,Targeted therapy,22.0,"9,544",Drop-seq,Primary,,"B, CD4Tconv, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Mast, Mono/Macro, Myofibroblasts, Plasma, Tprolif","B, CD8Teff, CD8Tem, cDC1, Endothelial, Epithelial, Fibroblasts, Mast, Mono/Macro, Monocyte, Myofibroblasts, Plasma, Th1, Tprolif",True,109.4,,,,,9544,GSE173950,ESCA,False,,,7589680_68,array_7589680_68.out,ESCA_GSE173950,9544,28.4057417869568,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:28:28,,,24000M,28:33.6,67M,6-Aug,15:51,ESCA_GSE173950.pipeline.h5,COMPLETED,True,ESCA_GSE173950.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/ESCA_GSE173950.pipeline.h5
50,GCTB_GSE168664,94,94,T020104,Human,,1.0,"12,380",10x Genomics,Primary,,"CD8T, Endothelial, Fibroblasts, Mono/Macro, Tprolif","CD8T, Endothelial, Fibroblasts, Mono/Macro, Tprolif",True,300.3,,,,,12380,GSE168664,GCTB,False,,,7589715_94,array_7589715_94.out,GCTB_GSE168664,12380,32.1358971118927,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:32:13,,,24000M,32:23.9,110M,6-Aug,15:51,GCTB_GSE168664.pipeline.h5,COMPLETED,True,GCTB_GSE168664.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/GCTB_GSE168664.pipeline.h5
51,GIST_GSE162115,144,144,T020174,Human,Targeted therapy,2.0,"35,308",10x Genomics,Primary,33393143.0,"B, CD4Tconv, CD8T, DC, Endothelial, Malignant, Mono/Macro, NK, Plasma, SMC, Tprolif","B, CD4Tconv, CD8T, DC, Endothelial, Malignant, Mono/Macro, NK, Plasma, SMC, Tprolif",True,409.6,,,,,35308,GSE162115,GIST,False,,,7594530_144,array_7594530_144.out,GIST_GSE162115,35308,1.87226232482327,array,redwood-s+,owner-gue+,12.0,COMPLETED,0:00,1:52:27,,,125G,1:53:30,154M,6-Aug,15:51,GIST_GSE162115.pipeline.h5,COMPLETED,True,GIST_GSE162115.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/GIST_GSE162115.pipeline.h5
52,Glioma_GSE102130,18,18,T010028,Human,,6.0,"3,321",Smart-seq2,Primary,29674595.0,"AC-like Malignant, Mono/Macro, OC-like Malignant, Oligodendrocyte, OPC-like Malignant","AC-like Malignant, M1, OC-like Malignant, Oligodendrocyte, OPC-like Malignant",False,182.6,,,22.08506776,,3321,GSE102130,Glioma,True,,,7587776_18,array_7587776_18.out,Glioma_GSE102130,4058,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,1:00,0:21:46,,,24000M,21:50.6,120M,6-Aug,15:51,Glioma_GSE102130.pipeline.h5,COMPLETED,True,Glioma_GSE102130.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/Glioma_GSE102130.pipeline.h5
53,Glioma_GSE103224,112,112,T010029,Human,,8.0,"17,185",Microwell,Primary,30041684.0,"AC-like Malignant, Endothelial, Mono/Macro, NB-like Malignant, Neuron, OC-like Malignant, OPC-like Malignant","AC-like Malignant, Endothelial, M1, Monocyte, NB-like Malignant, Neuron, OC-like Malignant, OPC-like Malignant",True,256.6,,,32,,17185,GSE103224,Glioma,True,,,7592414_112,array_7592414_112.out,Glioma_GSE103224,17185,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,1:00,0:45:27,,,24000M,45:41.5,117M,6-Aug,15:51,Glioma_GSE103224.pipeline.h5,COMPLETED,True,Glioma_GSE103224.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/Glioma_GSE103224.pipeline.h5
54,Glioma_GSE131928_10X,103,103,T010030,Human,,9.0,"13,553",10x Genomics,Primary,31327527.0,"AC-like Malignant, CD8Tex, Malignant, MES-like Malignant, Mono/Macro, NPC-like Malignant, Oligodendrocyte, OPC-like Malignant","AC-like Malignant, CD8Tex, M1, Malignant, MES-like Malignant, Monocyte, NPC-like Malignant, Oligodendrocyte, OPC-like Malignant",False,297.0,,,41.76010147,,13553,GSE131928,Glioma,False,,,7592404_103,array_7592404_103.out,Glioma_GSE131928_10X,13558,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,1:00,0:40:59,,,24000M,41:08.2,130M,6-Aug,15:51,Glioma_GSE131928_10X.pipeline.h5,COMPLETED,True,Glioma_GSE131928_10X.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/Glioma_GSE131928_10X.pipeline.h5
55,Glioma_GSE131928_Smartseq2,61,61,T010031,Human,,28.0,"7,930",Smart-seq2,Primary,31327527.0,"AC-like Malignant, CD8Tex, MES-like Malignant, Mono/Macro, NPC-like Malignant, Oligodendrocyte, OPC-like Malignant","AC-like Malignant, CD8Tex, M1, MES-like Malignant, NPC-like Malignant, Oligodendrocyte, OPC-like Malignant",False,358.9,,,36.00858276,,7930,GSE131928,Glioma,False,,,7589680_61,array_7589680_61.out,Glioma_GSE131928_Smartseq2,7930,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,1:00,0:35:56,,,24000M,36:04.5,202M,6-Aug,15:51,Glioma_GSE131928_Smartseq2.pipeline.h5,COMPLETED,True,Glioma_GSE131928_Smartseq2.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/Glioma_GSE131928_Smartseq2.pipeline.h5
56,Glioma_GSE135437,95,95,T010032,Human,,19.0,"12,559",mCEL-Seq2,"Primary, Metastatic",31740814.0,"CD8T, Microglia, Mono/Macro, Oligodendrocyte","CD8Tcm, Microglia, Monocyte, Oligodendrocyte",False,174.5,,,28.43052409,,12559,GSE135437,Glioma,True,,,7589715_95,array_7589715_95.out,Glioma_GSE135437,12559,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,1:00,0:28:21,,,24000M,28:27.3,62M,6-Aug,15:51,Glioma_GSE135437.pipeline.h5,COMPLETED,True,Glioma_GSE135437.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/Glioma_GSE135437.pipeline.h5
57,Glioma_GSE138794,114,114,T010033,Human,,9.0,"18,458",10x Genomics,Primary,31554641.0,"Astrocyte, Endothelial, Malignant, Mono/Macro, Oligodendrocyte","Astrocyte, Endothelial, M1, Malignant, Oligodendrocyte",True,364.5,,,52.49,,18458,GSE138794,Glioma,True,,,7592414_114,array_7592414_114.out,Glioma_GSE138794,18458,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,9:00,0:53:34,,,24000M,53:44.9,142M,6-Aug,15:51,Glioma_GSE138794.pipeline.h5,COMPLETED,True,Glioma_GSE138794.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/Glioma_GSE138794.pipeline.h5
58,Glioma_GSE139448,90,90,T010034,Human,,3.0,"12,152",10x Genomics,Primary,32004492.0,"Endothelial, Malignant, Mast, Mono/Macro","Endothelial, M1, Malignant, Mast, Monocyte",True,260.1,,,40.20072714,,12152,GSE139448,Glioma,True,number of cells = 13469,,7589709_90,array_7589709_90.out,Glioma_GSE139448,13469,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,1:00,0:39:38,,,24000M,39:51.6,96M,6-Aug,15:51,Glioma_GSE139448.pipeline.h5,COMPLETED,True,Glioma_GSE139448.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/Glioma_GSE139448.pipeline.h5
59,Glioma_GSE141383,78,78,T020105,Human,Immunotherapy,6.0,"10,502",Microwell-seq,Primary,34011400.0,"Endothelial, Fibroblasts, Malignant, Mono/Macro, Oligodendrocyte","Endothelial, Fibroblasts, Malignant, Mono/Macro, Oligodendrocyte",True,122.1,,,29.63365804,,10502,GSE141383,Glioma,False,,,7589699_78,array_7589699_78.out,Glioma_GSE141383,10502,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,1:00,0:29:15,,,24000M,29:20.6,59M,6-Aug,15:51,Glioma_GSE141383.pipeline.h5,COMPLETED,True,Glioma_GSE141383.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/Glioma_GSE141383.pipeline.h5
60,Glioma_GSE141460,51,51,T020106,Human,,24.0,"6,385",Smart-seq2,Primary,32663469.0,"CD8Tex, Endothelial, Malignant, Microglia, Oligodendrocyte, OPC","CD8Tex, Endothelial, Malignant, Microglia, Oligodendrocyte, OPC",True,227.8,,,31.58579954,,6385,GSE141460,Glioma,False,,,7589664_51,array_7589664_51.out,Glioma_GSE141460,6385,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,1:00,0:30:40,,,24000M,30:41.6,144M,6-Aug,15:51,Glioma_GSE141460.pipeline.h5,COMPLETED,True,Glioma_GSE141460.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/Glioma_GSE141460.pipeline.h5
61,Glioma_GSE141982,39,39,T010035,Human,,2.0,"5,263",10x Genomics,Primary,32105316.0,"CD8T, Endothelial, Malignant, Mono/Macro","CD8Tem, Endothelial, M2, Malignant",True,89.6,,,19.77354695,13.6898769,5263,GSE141982,Glioma,True,,,7588105_39,array_7588105_39.out,Glioma_GSE141982,5261,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,1:00,0:19:48,,,24000M,19:49.1,47M,6-Aug,15:51,Glioma_GSE141982.pipeline.h5,COMPLETED,True,Glioma_GSE141982.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/Glioma_GSE141982.pipeline.h5
62,Glioma_GSE148842,185,183,T010036,Human,,7.0,"111,397",Microwell,Primary,33975634.0,"AC-like Malignant, CD8Tex, Malignant, Mono/Macro, Oligodendrocyte, Others","AC-like Malignant, CD8Tex, M2, Malignant, Monocyte, Oligodendrocyte, Others",False,1746.6,,,5hr:11mins,,111397,GSE148842,Glioma,True,,,,,,,,,,,,,,,,,,,544M,6-Aug,15:51,Glioma_GSE148842.pipeline.h5,COMPLETED,True,Glioma_GSE148842.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/Glioma_GSE148842.pipeline.h5
63,Glioma_GSE162631,182,180,T020107,Human,,4.0,"99,612",10x Genomics,Primary,32663469.0,"CD8T, Endothelial, Microglia, Mono/Macro, Mural cell","CD8T, Endothelial, Microglia, Mono/Macro, Mural cell",True,1874.3,,,3hr:7mins,,99612,GSE162631,Glioma,True,,,7599447_180,array_7599447_180.out,Glioma_GSE162631,99612,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,9:00,1:29:51,,,24000M,1:29:46,588M,6-Aug,15:51,Glioma_GSE162631.pipeline.h5,COMPLETED,True,Glioma_GSE162631.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/Glioma_GSE162631.pipeline.h5
64,Glioma_GSE163108_10X,126,126,T020108,Human,,5.0,"25,013",10x Genomics,Primary,33592174.0,"CD4Tconv, CD8T, Mono/Macro, Oligodendrocyte, Tprolif, Treg","CD4Tconv, CD8T, Mono/Macro, Oligodendrocyte, Tprolif, Treg",False,289.7,,,54.75948363,,25013,GSE163108,Glioma,False,,,7594515_126,array_7594515_126.out,Glioma_GSE163108_10X,25013,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,9:00,0:52:41,,,24000M,52:37.1,99M,6-Aug,15:51,Glioma_GSE163108_10X.pipeline.h5,COMPLETED,True,Glioma_GSE163108_10X.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/Glioma_GSE163108_10X.pipeline.h5
65,Glioma_GSE163108_Smartseq2,62,62,T020109,Human,,26.0,"8,244",Smart-seq2,Primary,33592174.0,"CD4Tconv, CD8T, Treg","CD4Tconv, CD8T, Treg",False,157.2,,,28.22,,8244,GSE163108,Glioma,False,,,7589680_62,array_7589680_62.out,Glioma_GSE163108_Smartseq2,8244,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,1:00,0:25:59,,,24000M,26:03.6,84M,6-Aug,15:51,Glioma_GSE163108_Smartseq2.pipeline.h5,COMPLETED,True,Glioma_GSE163108_Smartseq2.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/Glioma_GSE163108_Smartseq2.pipeline.h5
66,Glioma_GSE70630,28,28,T010037,Human,,6.0,"4,347",Smart-seq2,Primary,27806376.0,"AC-like Malignant, Mono/Macro, OC-like Malignant, Oligodendrocyte","AC-like Malignant, M1, OC-like Malignant, Oligodendrocyte",False,181.1,,,22.97328683,16.2599651,4347,GSE70630,Glioma,True,,,7587837_28,array_7587837_28.out,Glioma_GSE70630,4347,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,1:00,0:22:53,,,24000M,22:58.1,111M,6-Aug,15:51,Glioma_GSE70630.pipeline.h5,COMPLETED,True,Glioma_GSE70630.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/Glioma_GSE70630.pipeline.h5
67,Glioma_GSE84465,19,19,T010038,Human,,4.0,"3,533",Smart-seq2,Primary,29091775.0,"AC-like Malignant, Astrocyte, Malignant, Mono/Macro, Neuron, Oligodendrocyte, OPC, Vascular","AC-like Malignant, Astrocyte, M1, Malignant, Monocyte, Neuron, Oligodendrocyte, OPC, Vascular",False,80.6,,,16.39015712,10.7148280183474 mins,3533,GSE84465,Glioma,True,,,7587776_19,array_7587776_19.out,Glioma_GSE84465,3533,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,1:00,0:16:01,,,24000M,16:05.3,72M,6-Aug,15:51,Glioma_GSE84465.pipeline.h5,COMPLETED,True,Glioma_GSE84465.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/Glioma_GSE84465.pipeline.h5
68,Glioma_GSE89567,50,50,T010039,Human,,10.0,"6,341",Smart-seq2,Primary,28360267.0,"AC-like Malignant, Mono/Macro, OC-like Malignant, Oligodendrocyte","AC-like Malignant, M1, OC-like Malignant, Oligodendrocyte",False,294.2,,,28.48567523,,6341,GSE89567,Glioma,True,,,7588117_50,array_7588117_50.out,Glioma_GSE89567,6341,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,1:00,0:28:20,,,24000M,28:26.5,157M,6-Aug,15:51,Glioma_GSE89567.pipeline.h5,COMPLETED,True,Glioma_GSE89567.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/Glioma_GSE89567.pipeline.h5
69,HB_GSE180665,157,157,T020125,Human,,3.0,"46,486",10x Genomics,Primary,34497364.0,"Endothelial, Hepatocytes, Kupffer, Malignant, Stellate","Endothelial, Hepatocytes, Kupffer, Malignant, Stellate",True,1047.3,,,,,46486,GSE180665,HB,False,,,7599432_157,array_7599432_157.out,HB_GSE180665,46486,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,9:00,1:16:41,,,24000M,1:16:25,338M,9-Aug,14:55,HB_GSE180665.pipeline.h5,COMPLETED,True,HB_GSE180665.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/HB_GSE180665.pipeline.h5
