"Dataset.Name","X","dataset.index","ID","Species","Treatment","Patients","Cells","Platform","Pri...Meta","PMID","major.cts","minor.cts","endo.ist","folder_size","ISCVAM_simple","pipeline_interactively","pipeline_without_targets_HPC","pipeline_without_targets_Mac","Number_of_cells","gse_only","cancer.type","glioma.in.gaby","notes","running.time.job.array","JobID","outputFile.name","dataset.name","numb.of.cells","running.time","JobName","Partition","Account","AllocCPUS","State","ExitCode","Elapsed","MaxRSS","MaxVMSize","ReqMem","TotalCPU","file.size","date.modification","time.modification","file.name","State_h5"
"CRC_GSE146771_10X",154,154,"T010026","Human","None",10,"43,817","10x Genomics","Primary","32302573","B, CD4Tconv, CD8T, CD8Tex, Mast, Mono/Macro, NK, Plasma, Tproilf","B, CD4Tn, CD8Teff, CD8Tem, CD8Tex, M1, Mast, Monocyte, NK, Tfh, Th17, Tproilf",FALSE,415,NA,NA,"",NA,43817,"GSE146771","CRC",FALSE,"",NA,"7594808_154","array_7594808_154.out","CRC_GSE146771_10X","43817","not_complete","array","redwood-s+","owner-gue+",12,"PREEMPTED","0:00","0:25:32",NA,NA,"125G","25:26.2","222M","9-Aug","14:55","CRC_GSE146771_10X.pipeline.h5","COMPLETED"
"CRC_GSE146771_Smartseq2",77,77,"T010027","Human","None",10,"10,468","Smart-seq2","Primary","32302573","B, CD4Tconv, CD8T, CD8Tex, Endothelial, Fibroblasts, Malignant, Mast, Mono/Macro, NK, Plasma, Tprolif, Treg","B, CD4Tn, CD8Teff, CD8Tex, Endothelial, Fibroblasts, M1, Malignant, Mast, Monocyte, NK, Plasma, Tfh, Tprolif, Treg",TRUE,378.9,NA,NA,"",NA,10468,"GSE146771","CRC",FALSE,"",NA,"7589699_77","array_7589699_77.out","CRC_GSE146771_Smartseq2","10468","39.9374537746112","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:40:01",NA,NA,"24000M","40:14.5","212M","6-Aug","15:51","CRC_GSE146771_Smartseq2.pipeline.h5","COMPLETED"
"CRC_GSE166555",172,170,"T020099","Human","None",12,"66,050","10x Genomics","Primary","34409732","B, CD4Tconv, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro, Myofibroblasts, Plasma, Tprolif","B, CD4Tconv, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro, Myofibroblasts, Plasma, Tprolif",TRUE,876.6,NA,NA,"",NA,66050,"GSE166555","CRC",FALSE,"",NA,"7599437_170","array_7599437_170.out","CRC_GSE166555","66050","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:17:17",NA,NA,"24000M","1:17:13","301M","14-Aug","18:07","CRC_GSE166555.pipeline.h5","COMPLETED"
"CRC_GSE179784",33,33,"T020100","Human","Immunotherapy",1,"4,647","MGI DNBelab C4","Primary","None","CD4Tconv, DC, Epithelial, Fibroblasts, Plasma, Tprolif","CD4Tconv, DC, Epithelial, Fibroblasts, Plasma, Tprolif",FALSE,89.7,NA,NA,"",NA,4647,"GSE179784","CRC",FALSE,"",NA,"7588105_33","array_7588105_33.out","CRC_GSE179784","4647","19.550744843483","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:19:36",NA,NA,"24000M","19:42.6","52M","6-Aug","15:51","CRC_GSE179784.pipeline.h5","COMPLETED"
"DLBC_GSE175510",2,2,"T020138","Human","None",8,"1,412","Smart-seq2","Primary","34471864","B, CD8T, Malignant, Mono/Macro","B, M2, MAIT, Malignant",FALSE,19.3,NA,NA,"",NA,1412,"GSE175510","DLBC",FALSE,"",NA,"7587702_2","array_7587702_2.out","DLBC_GSE175510","1412","5.78000297149022","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:05:50",NA,NA,"24000M","05:49.7","15M","6-Aug","15:51","DLBC_GSE175510.pipeline.h5","COMPLETED"
"ESCA_GSE154763",58,58,"T020101","Human","None",7,"7,673","10x Genomics","Primary","33545035","DC, Mast, Mono/Macro, pDC","DC, Mast, Mono/Macro, pDC",FALSE,128.7,NA,NA,"",NA,7673,"GSE154763","ESCA",FALSE,"",NA,"7589664_58","array_7589664_58.out","ESCA_GSE154763","7673","17.8205504179001","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:17:53",NA,NA,"24000M","17:54.4","52M","6-Aug","15:51","ESCA_GSE154763.pipeline.h5","COMPLETED"
"ESCA_GSE160269",190,188,"T020102","Human","None",64,"208,658","10x Genomics","Primary","34489433","B, CD4Tconv, CD8Tex, DC, Endothelial, Fibroblasts, Malignant, Mast, Mono/Macro, Pericytes, Plasma, Tprolif, Treg","B, CD4Tconv, CD8Tex, DC, Endothelial, Fibroblasts, Malignant, Mast, Mono/Macro, Pericytes, Plasma, Tprolif, Treg",TRUE,4334.2,NA,NA,"",NA,208658,"GSE160269","ESCA",FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.3G","16-Aug","11:44","ESCA_GSE160269.pipeline.h5","COMPLETED"
"ESCA_GSE173950",68,68,"T020103","Human","Targeted therapy",22,"9,544","Drop-seq","Primary","None","B, CD4Tconv, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Mast, Mono/Macro, Myofibroblasts, Plasma, Tprolif","B, CD8Teff, CD8Tem, cDC1, Endothelial, Epithelial, Fibroblasts, Mast, Mono/Macro, Monocyte, Myofibroblasts, Plasma, Th1, Tprolif",TRUE,109.4,NA,NA,"",NA,9544,"GSE173950","ESCA",FALSE,"",NA,"7589680_68","array_7589680_68.out","ESCA_GSE173950","9544","28.4057417869568","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:28:28",NA,NA,"24000M","28:33.6","67M","6-Aug","15:51","ESCA_GSE173950.pipeline.h5","COMPLETED"
"GCTB_GSE168664",94,94,"T020104","Human","None",1,"12,380","10x Genomics","Primary","None","CD8T, Endothelial, Fibroblasts, Mono/Macro, Tprolif","CD8T, Endothelial, Fibroblasts, Mono/Macro, Tprolif",TRUE,300.3,NA,NA,"",NA,12380,"GSE168664","GCTB",FALSE,"",NA,"7589715_94","array_7589715_94.out","GCTB_GSE168664","12380","32.1358971118927","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:32:13",NA,NA,"24000M","32:23.9","110M","6-Aug","15:51","GCTB_GSE168664.pipeline.h5","COMPLETED"
"GIST_GSE162115",144,144,"T020174","Human","Targeted therapy",2,"35,308","10x Genomics","Primary","33393143","B, CD4Tconv, CD8T, DC, Endothelial, Malignant, Mono/Macro, NK, Plasma, SMC, Tprolif","B, CD4Tconv, CD8T, DC, Endothelial, Malignant, Mono/Macro, NK, Plasma, SMC, Tprolif",TRUE,409.6,NA,NA,"",NA,35308,"GSE162115","GIST",FALSE,"",NA,"7594530_144","array_7594530_144.out","GIST_GSE162115","35308","1.87226232482327","array","redwood-s+","owner-gue+",12,"COMPLETED","0:00","1:52:27",NA,NA,"125G","1:53:30","154M","6-Aug","15:51","GIST_GSE162115.pipeline.h5","COMPLETED"
"Glioma_GSE102130",18,18,"T010028","Human","None",6,"3,321","Smart-seq2","Primary","29674595","AC-like Malignant, Mono/Macro, OC-like Malignant, Oligodendrocyte, OPC-like Malignant","AC-like Malignant, M1, OC-like Malignant, Oligodendrocyte, OPC-like Malignant",FALSE,182.6,NA,NA,"22.08506776",NA,3321,"GSE102130","Glioma",TRUE,"",NA,"7587776_18","array_7587776_18.out","Glioma_GSE102130","4058","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:21:46",NA,NA,"24000M","21:50.6","120M","6-Aug","15:51","Glioma_GSE102130.pipeline.h5","COMPLETED"
"Glioma_GSE103224",112,112,"T010029","Human","None",8,"17,185","Microwell","Primary","30041684","AC-like Malignant, Endothelial, Mono/Macro, NB-like Malignant, Neuron, OC-like Malignant, OPC-like Malignant","AC-like Malignant, Endothelial, M1, Monocyte, NB-like Malignant, Neuron, OC-like Malignant, OPC-like Malignant",TRUE,256.6,NA,NA,"32",NA,17185,"GSE103224","Glioma",TRUE,"",NA,"7592414_112","array_7592414_112.out","Glioma_GSE103224","17185","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:45:27",NA,NA,"24000M","45:41.5","117M","6-Aug","15:51","Glioma_GSE103224.pipeline.h5","COMPLETED"
"Glioma_GSE131928_10X",103,103,"T010030","Human","None",9,"13,553","10x Genomics","Primary","31327527","AC-like Malignant, CD8Tex, Malignant, MES-like Malignant, Mono/Macro, NPC-like Malignant, Oligodendrocyte, OPC-like Malignant","AC-like Malignant, CD8Tex, M1, Malignant, MES-like Malignant, Monocyte, NPC-like Malignant, Oligodendrocyte, OPC-like Malignant",FALSE,297,NA,NA,"41.76010147",NA,13553,"GSE131928","Glioma",FALSE,"",NA,"7592404_103","array_7592404_103.out","Glioma_GSE131928_10X","13558","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:40:59",NA,NA,"24000M","41:08.2","130M","6-Aug","15:51","Glioma_GSE131928_10X.pipeline.h5","COMPLETED"
"Glioma_GSE131928_Smartseq2",61,61,"T010031","Human","None",28,"7,930","Smart-seq2","Primary","31327527","AC-like Malignant, CD8Tex, MES-like Malignant, Mono/Macro, NPC-like Malignant, Oligodendrocyte, OPC-like Malignant","AC-like Malignant, CD8Tex, M1, MES-like Malignant, NPC-like Malignant, Oligodendrocyte, OPC-like Malignant",FALSE,358.9,NA,NA,"36.00858276",NA,7930,"GSE131928","Glioma",FALSE,"",NA,"7589680_61","array_7589680_61.out","Glioma_GSE131928_Smartseq2","7930","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:35:56",NA,NA,"24000M","36:04.5","202M","6-Aug","15:51","Glioma_GSE131928_Smartseq2.pipeline.h5","COMPLETED"
"Glioma_GSE135437",95,95,"T010032","Human","None",19,"12,559","mCEL-Seq2","Primary, Metastatic","31740814","CD8T, Microglia, Mono/Macro, Oligodendrocyte","CD8Tcm, Microglia, Monocyte, Oligodendrocyte",FALSE,174.5,NA,NA,"28.43052409",NA,12559,"GSE135437","Glioma",TRUE,"",NA,"7589715_95","array_7589715_95.out","Glioma_GSE135437","12559","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:28:21",NA,NA,"24000M","28:27.3","62M","6-Aug","15:51","Glioma_GSE135437.pipeline.h5","COMPLETED"
"Glioma_GSE138794",114,114,"T010033","Human","None",9,"18,458","10x Genomics","Primary","31554641","Astrocyte, Endothelial, Malignant, Mono/Macro, Oligodendrocyte","Astrocyte, Endothelial, M1, Malignant, Oligodendrocyte",TRUE,364.5,NA,NA,"52.49",NA,18458,"GSE138794","Glioma",TRUE,"",NA,"7592414_114","array_7592414_114.out","Glioma_GSE138794","18458","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:53:34",NA,NA,"24000M","53:44.9","142M","6-Aug","15:51","Glioma_GSE138794.pipeline.h5","COMPLETED"
"Glioma_GSE139448",90,90,"T010034","Human","None",3,"12,152","10x Genomics","Primary","32004492","Endothelial, Malignant, Mast, Mono/Macro","Endothelial, M1, Malignant, Mast, Monocyte",TRUE,260.1,NA,NA,"40.20072714",NA,12152,"GSE139448","Glioma",TRUE,"number of cells = 13469",NA,"7589709_90","array_7589709_90.out","Glioma_GSE139448","13469","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:39:38",NA,NA,"24000M","39:51.6","96M","6-Aug","15:51","Glioma_GSE139448.pipeline.h5","COMPLETED"
"Glioma_GSE141383",78,78,"T020105","Human","Immunotherapy",6,"10,502","Microwell-seq","Primary","34011400","Endothelial, Fibroblasts, Malignant, Mono/Macro, Oligodendrocyte","Endothelial, Fibroblasts, Malignant, Mono/Macro, Oligodendrocyte",TRUE,122.1,NA,NA,"29.63365804",NA,10502,"GSE141383","Glioma",FALSE,"",NA,"7589699_78","array_7589699_78.out","Glioma_GSE141383","10502","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:29:15",NA,NA,"24000M","29:20.6","59M","6-Aug","15:51","Glioma_GSE141383.pipeline.h5","COMPLETED"
"Glioma_GSE141460",51,51,"T020106","Human","None",24,"6,385","Smart-seq2","Primary","32663469","CD8Tex, Endothelial, Malignant, Microglia, Oligodendrocyte, OPC","CD8Tex, Endothelial, Malignant, Microglia, Oligodendrocyte, OPC",TRUE,227.8,NA,NA,"31.58579954",NA,6385,"GSE141460","Glioma",FALSE,"",NA,"7589664_51","array_7589664_51.out","Glioma_GSE141460","6385","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:30:40",NA,NA,"24000M","30:41.6","144M","6-Aug","15:51","Glioma_GSE141460.pipeline.h5","COMPLETED"
"Glioma_GSE141982",39,39,"T010035","Human","None",2,"5,263","10x Genomics","Primary","32105316","CD8T, Endothelial, Malignant, Mono/Macro","CD8Tem, Endothelial, M2, Malignant",TRUE,89.6,NA,NA,"19.77354695","13.6898769",5263,"GSE141982","Glioma",TRUE,"",NA,"7588105_39","array_7588105_39.out","Glioma_GSE141982","5261","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:19:48",NA,NA,"24000M","19:49.1","47M","6-Aug","15:51","Glioma_GSE141982.pipeline.h5","COMPLETED"
"Glioma_GSE148842",185,183,"T010036","Human","None",7,"111,397","Microwell","Primary","33975634","AC-like Malignant, CD8Tex, Malignant, Mono/Macro, Oligodendrocyte, Others","AC-like Malignant, CD8Tex, M2, Malignant, Monocyte, Oligodendrocyte, Others",FALSE,1746.6,NA,NA,"5hr:11mins",NA,111397,"GSE148842","Glioma",TRUE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"544M","6-Aug","15:51","Glioma_GSE148842.pipeline.h5","COMPLETED"
"Glioma_GSE162631",182,180,"T020107","Human","None",4,"99,612","10x Genomics","Primary","32663469","CD8T, Endothelial, Microglia, Mono/Macro, Mural cell","CD8T, Endothelial, Microglia, Mono/Macro, Mural cell",TRUE,1874.3,NA,NA,"3hr:7mins",NA,99612,"GSE162631","Glioma",TRUE,"",NA,"7599447_180","array_7599447_180.out","Glioma_GSE162631","99612","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:29:51",NA,NA,"24000M","1:29:46","588M","6-Aug","15:51","Glioma_GSE162631.pipeline.h5","COMPLETED"
"Glioma_GSE163108_10X",126,126,"T020108","Human","None",5,"25,013","10x Genomics","Primary","33592174","CD4Tconv, CD8T, Mono/Macro, Oligodendrocyte, Tprolif, Treg","CD4Tconv, CD8T, Mono/Macro, Oligodendrocyte, Tprolif, Treg",FALSE,289.7,NA,NA,"54.75948363",NA,25013,"GSE163108","Glioma",FALSE,"",NA,"7594515_126","array_7594515_126.out","Glioma_GSE163108_10X","25013","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:52:41",NA,NA,"24000M","52:37.1","99M","6-Aug","15:51","Glioma_GSE163108_10X.pipeline.h5","COMPLETED"
"Glioma_GSE163108_Smartseq2",62,62,"T020109","Human","None",26,"8,244","Smart-seq2","Primary","33592174","CD4Tconv, CD8T, Treg","CD4Tconv, CD8T, Treg",FALSE,157.2,NA,NA,"28.22",NA,8244,"GSE163108","Glioma",FALSE,"",NA,"7589680_62","array_7589680_62.out","Glioma_GSE163108_Smartseq2","8244","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:25:59",NA,NA,"24000M","26:03.6","84M","6-Aug","15:51","Glioma_GSE163108_Smartseq2.pipeline.h5","COMPLETED"
"Glioma_GSE70630",28,28,"T010037","Human","None",6,"4,347","Smart-seq2","Primary","27806376","AC-like Malignant, Mono/Macro, OC-like Malignant, Oligodendrocyte","AC-like Malignant, M1, OC-like Malignant, Oligodendrocyte",FALSE,181.1,NA,NA,"22.97328683","16.2599651",4347,"GSE70630","Glioma",TRUE,"",NA,"7587837_28","array_7587837_28.out","Glioma_GSE70630","4347","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:22:53",NA,NA,"24000M","22:58.1","111M","6-Aug","15:51","Glioma_GSE70630.pipeline.h5","COMPLETED"
"Glioma_GSE84465",19,19,"T010038","Human","None",4,"3,533","Smart-seq2","Primary","29091775","AC-like Malignant, Astrocyte, Malignant, Mono/Macro, Neuron, Oligodendrocyte, OPC, Vascular","AC-like Malignant, Astrocyte, M1, Malignant, Monocyte, Neuron, Oligodendrocyte, OPC, Vascular",FALSE,80.6,NA,NA,"16.39015712","10.7148280183474 mins",3533,"GSE84465","Glioma",TRUE,"",NA,"7587776_19","array_7587776_19.out","Glioma_GSE84465","3533","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:16:01",NA,NA,"24000M","16:05.3","72M","6-Aug","15:51","Glioma_GSE84465.pipeline.h5","COMPLETED"
"Glioma_GSE89567",50,50,"T010039","Human","None",10,"6,341","Smart-seq2","Primary","28360267","AC-like Malignant, Mono/Macro, OC-like Malignant, Oligodendrocyte","AC-like Malignant, M1, OC-like Malignant, Oligodendrocyte",FALSE,294.2,NA,NA,"28.48567523",NA,6341,"GSE89567","Glioma",TRUE,"",NA,"7588117_50","array_7588117_50.out","Glioma_GSE89567","6341","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:28:20",NA,NA,"24000M","28:26.5","157M","6-Aug","15:51","Glioma_GSE89567.pipeline.h5","COMPLETED"
"HB_GSE180665",157,157,"T020125","Human","None",3,"46,486","10x Genomics","Primary","34497364","Endothelial, Hepatocytes, Kupffer, Malignant, Stellate","Endothelial, Hepatocytes, Kupffer, Malignant, Stellate",TRUE,1047.3,NA,NA,"",NA,46486,"GSE180665","HB",FALSE,"",NA,"7599432_157","array_7599432_157.out","HB_GSE180665","46486","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:16:41",NA,NA,"24000M","1:16:25","338M","9-Aug","14:55","HB_GSE180665.pipeline.h5","COMPLETED"
"HB_GSE180665",158,157,"T020125","Human","None",3,"46,486","10x Genomics","Primary","34497364","Endothelial, Hepatocytes, Kupffer, Malignant, Stellate","Endothelial, Hepatocytes, Kupffer, Malignant, Stellate",TRUE,1047.3,NA,NA,"",NA,46486,"GSE180665","HB",FALSE,"",NA,"7604923_157","array_7604923_157.out","157","26821","not_complete","array","ychen-sha+","ychen-rw",1,"FAILED","1:00","1:43:02",NA,NA,"100G","1:42:52","338M","9-Aug","14:55","HB_GSE180665.pipeline.h5","COMPLETED"
"HNSC_GSE103322",45,45,"T010040","Human","None",18,"5,902","Smart-seq2","Primary","29198524","CD4Tconv, CD8T, CD8Tex, Endothelial, Fibroblasts, Malignant, Mast, Mono/Macro, Myocyte, Myofibroblasts, Plasma","CD4Tn, CD8Tcm, CD8Tex, Endothelial, Fibroblasts, M1, Malignant, Mast, Myocyte, Myofibroblasts, Plasma",TRUE,206.1,NA,NA,"",NA,5902,"GSE103322","HNSC",FALSE,"",NA,"7588117_45","array_7588117_45.out","HNSC_GSE103322","5902","28.6044581333796","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:28:41",NA,NA,"24000M","28:45.8","136M","6-Aug","15:51","HNSC_GSE103322.pipeline.h5","COMPLETED"
"HNSC_GSE139324",186,184,"T010041","Human","None",26,"130,721","10x Genomics","Primary","31924475","B, CD4Tconv, CD8T, CD8Tex, DC, Mast, Mono/Macro, NK, Plasma, Tprolif, Treg","B, CD4Tn, CD8Teff, CD8Tem, CD8Tex, CD8Tn, cDC2, M1, M2, Mast, Monocyte, NK, pDC, Plasma, Tfh, Tprolif, Treg",FALSE,1429.1,NA,NA,"",NA,130721,"GSE139324","HNSC",FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"464M","14-Aug","18:07","HNSC_GSE139324.pipeline.h5","COMPLETED"
"HNSC_GSE180268",164,162,"T020114","Human","None",6,"53,660","10x Genomics","Primary, Metastatic","34471285","CD8T","CD8T",FALSE,738.4,NA,NA,"",NA,53660,"GSE180268","HNSC",FALSE,"",NA,"7599437_162","array_7599437_162.out","HNSC_GSE180268","53660","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:54:45",NA,NA,"24000M","1:54:37","222M","9-Aug","14:55","HNSC_GSE180268.pipeline.h5","COMPLETED"
"KICH_GSE159115",11,11,"T020115","Human","None",1,"2,850","10x Genomics","Primary","34099557","CD8Tex, Endothelial, Malignant, Mono/Macro, Pericytes","CD8Tex, Endothelial, Malignant, Mono/Macro, Pericytes",TRUE,74.8,NA,NA,"",NA,2850,"GSE159115","KICH",FALSE,"",NA,"7587776_11","array_7587776_11.out","KICH_GSE159115","2850","9.91747359832128","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:09:59",NA,NA,"24000M","09:59.7","42M","6-Aug","15:51","KICH_GSE159115.pipeline.h5","COMPLETED"
"KIPAN_GSE154763",134,134,"T020116","Human","None",6,"28,930","10x Genomics","Primary","33545035","DC, Mast, Mono/Macro","DC, Mast, Mono/Macro",FALSE,498.9,NA,NA,"",NA,28930,"GSE154763","KIPAN",FALSE,"",NA,"7594525_134","array_7594525_134.out","KIPAN_GSE154763","28930","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:49:15",NA,NA,"24000M","49:15.5","169M","16-Aug","15:29","KIPAN_GSE154763.pipeline.h5","COMPLETED"
"KIPAN_GSE159913",107,107,"T020117","Human","None",2,"15,477","10x Genomics","Primary","33264598","DC, Epithelial, Mono/Macro, NK","DC, Epithelial, Mono/Macro, NK",FALSE,179.4,NA,NA,"",NA,15477,"GSE159913","KIPAN",FALSE,"",NA,"7592404_107","array_7592404_107.out","KIPAN_GSE159913","15477","28.7015191793442","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:28:46",NA,NA,"24000M","28:59.2","69M","6-Aug","15:51","KIPAN_GSE159913.pipeline.h5","COMPLETED"
"KIRC_GSE111360",122,122,"T010042","Human","None",2,"23,130","10x Genomics","Primary","30550791","B, CD4Tconv, CD8T, CD8Tex, DC, Fibroblasts, Mast, Mono/Macro, NK, Plasma, Tprolif, Treg","B, CD8Teff, CD8Tex, cDC2, Fibroblasts, M1, M2, Mast, Monocyte, NK, Plasma, Th1, Th17, Tprolif, Treg",FALSE,485.2,NA,NA,"",NA,23130,"GSE111360","KIRC",FALSE,"",NA,"7594515_122","array_7594515_122.out","KIRC_GSE111360","23130","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:49:07",NA,NA,"24000M","49:04.2","176M","16-Aug","15:29","KIRC_GSE111360.pipeline.h5","COMPLETED"
"KIRC_GSE121636",141,141,"T020118","Human","None",3,"33,441","10x Genomics","Primary","33504936","B, CD4Tconv, CD8T, CD8Tex, DC, Mono/Macro, NK, Plasma, Tprolif, Treg","B, CD4Tn, CD8Teff, CD8Tem, CD8Tex, CD8Tn, cDC1, M1, Monocyte, NK, pDC, Plasma, Tprolif, Treg",FALSE,363.6,NA,NA,"",NA,33441,"GSE121636","KIRC",FALSE,"",NA,"7594530_141","array_7594530_141.out","KIRC_GSE121636","25681","1.61675511101882","array","redwood-s+","owner-gue+",12,"COMPLETED","0:00","1:37:12",NA,NA,"125G","1:38:09","139M","6-Aug","15:51","KIRC_GSE121636.pipeline.h5","COMPLETED"
"KIRC_GSE139555",162,160,"T010043","Human","None",3,"49,907","10x Genomics","Primary","32103181","B, CD4Tconv, CD8T, CD8Tex, DC, Endothelial, Mast, Mono/Macro, NK, Plasma, Tprolif","B, CD4Teff, CD4Tn, CD8Teff, CD8Tex, cDC1, Endothelial, M1, M2, Mast, Monocyte, NK, pDC, Plasma, Th1, Tprolif",TRUE,470.4,NA,NA,"",NA,49907,"GSE139555","KIRC",FALSE,"",NA,"7599432_160","array_7599432_160.out","KIRC_GSE139555","49907","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:20:00",NA,NA,"24000M","1:19:50","174M","9-Aug","14:55","KIRC_GSE139555.pipeline.h5","COMPLETED"
"KIRC_GSE145281_aPDL1",155,155,"T010044","Human","Immunotherapy",4,"44,220","10x Genomics","Metastatic","32405063","B, CD4Tconv, CD8T, DC, Mast, Mono/Macro, NK, Plasma, Tprolif","B, CD4Tn, CD8Teff, CD8Tn, cDC2, M1, M2, Mast, Monocyte, NK, Plasma, Th1, Tprolif",FALSE,420.7,NA,NA,"",NA,44220,"GSE145281","KIRC",FALSE,"",NA,"7594808_155","array_7594808_155.out","KIRC_GSE145281_aPDL1","44220","2.26592738913165","array","redwood-s+","owner-gue+",12,"COMPLETED","0:00","2:16:08",NA,NA,"125G","2:17:59","159M","6-Aug","15:51","KIRC_GSE145281_aPDL1.pipeline.h5","COMPLETED"
"KIRC_GSE159115",131,131,"T020119","Human","None",8,"27,669","10x Genomics","Primary","34099557","CD8T, Endothelial, Epithelial, Erythroblasts, Malignant, Mono/Macro, Pericytes, Plasma","CD8T, Endothelial, Epithelial, Erythroblasts, Malignant, Mono/Macro, Pericytes, Plasma",TRUE,526,NA,NA,"",NA,27669,"GSE159115","KIRC",FALSE,"",NA,"7594525_131","array_7594525_131.out","KIRC_GSE159115","27669","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:10:13",NA,NA,"24000M","1:10:11","210M","16-Aug","15:29","KIRC_GSE159115.pipeline.h5","COMPLETED"
"KIRC_GSE171306",88,88,"T020120","Human","None",2,"11,427","10x Genomics","Primary","34168986","CD4Tconv, CD8T, Endothelial, Fibroblasts, Malignant, Mast, Mono/Macro, Neutrophils, NK, Tprolif","CD4Tconv, CD8T, Endothelial, Fibroblasts, Malignant, Mast, Mono/Macro, Neutrophils, NK, Tprolif",TRUE,212.5,NA,NA,"",NA,11427,"GSE171306","KIRC",FALSE,"",NA,"7589709_88","array_7589709_88.out","KIRC_GSE171306","11427","32.9911798318227","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:33:02",NA,NA,"24000M","33:11.9","94M","6-Aug","15:52","KIRC_GSE171306.pipeline.h5","COMPLETED"
"LIHC_GSE125449_aPDL1aCTLA4",22,22,"T010045","Human","Immunotherapy",9,"3,834","10x Genomics","Primary","31588021","B, CD8Tex, Endothelial, Fibroblasts, Hepatic progenitor, Malignant, Mono/Macro, Plasma","B, CD8Tex, Endothelial, Fibroblasts, Hepatic progenitor, M1, Malignant, Plasma",TRUE,65.4,NA,NA,"",NA,3834,"GSE125449","LIHC",FALSE,"",NA,"7587837_22","array_7587837_22.out","LIHC_GSE125449_aPDL1aCTLA4","3835","16.3177862445513","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:16:23",NA,NA,"24000M","16:26.2","55M","6-Aug","15:52","LIHC_GSE125449_aPDL1aCTLA4.pipeline.h5","COMPLETED"
"LIHC_GSE140228_10X",170,168,"T010046","Human","None",5,"62,530","10x Genomics","Primary","31675496","B, CD4Tconv, CD8T, CD8Tex, DC, ILC, Mast, Mono/Macro, NK, Plasma, Tprolif, Treg","B, CD4Tn, CD8Tcm, CD8Teff, CD8Tex, cDC1, ILC, M1, MAIT, Mast, Monocyte, NK, Plasma, Tprolif, Treg",FALSE,652.1,NA,NA,"",NA,62530,"GSE140228","LIHC",FALSE,"",NA,"7599437_168","array_7599437_168.out","LIHC_GSE140228_10X","61690","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","2:00:00",NA,NA,"24000M","1:59:54","255M","9-Aug","14:55","LIHC_GSE140228_10X.pipeline.h5","COMPLETED"
